Krank_Acisi_deg,Analitik_theta3_deg,Simscape_theta3_deg,Hata_theta3_deg,Analitik_theta5_deg,Simscape_theta5_deg,Hata_theta5_deg,Analitik_omega3_deg_s,Simscape_omega3_deg_s,Hata_omega3_deg_s,Analitik_omega5_deg_s,Simscape_omega5_deg_s,Hata_omega5_deg_s,Analitik_alpha3_deg_s2,Simscape_alpha3_deg_s2,Hata_alpha3_deg_s2,Analitik_alpha5_deg_s2,Simscape_alpha5_deg_s2,Hata_alpha5_deg_s2
237,-92.7010803187995,-92.7010803072871,1.15123270916229e-08,-113.854399016343,-113.854399026907,-1.05640651781869e-08,137.113754264841,137.113754267837,2.99615976473433e-09,127.622861523047,127.622861540059,1.70122262943551e-08,296.392155146534,296.392155177115,3.05807361655752e-08,543.540017708336,543.540017589107,-1.19228957373707e-07
238,-92.3190749881911,-92.3190749763831,1.18079839239726e-08,-113.497821565655,-113.497821576702,-1.10466515934604e-08,137.926579703884,137.926579707093,3.20963522426609e-09,129.103057830754,129.103057848279,1.7525280782138e-08,288.823363580869,288.823363614124,3.32546505887876e-08,522.274336638003,522.274336513302,-1.24701273307437e-07
239,-91.934841154808,-91.9348411427054,1.21026033639282e-08,-113.137213942106,-113.13721395363,-1.15240084141988e-08,138.718224017316,138.71822402075,3.4334277643211e-09,130.524786350952,130.524786368957,1.80047550202289e-08,281.141721227303,281.141721263332,3.60290073331271e-08,501.441449338443,501.441449208449,-1.29994589315174e-07
240,-91.5484380906922,-91.5484380782966,1.23956738207198e-08,-112.77273690008,-112.772736912075,-1.19950271937341e-08,139.488373506819,139.488373510487,3.66790686712193e-09,131.889234607892,131.889234626341,1.84491852905921e-08,273.347056513329,273.347056552239,3.8910570765438e-08,481.030785914606,481.030785779516,-1.35089635477925e-07
241,-91.1599259400134,-91.1599259273266,1.26867973904154e-08,-112.404547936051,-112.404547948509,-1.24585426419799e-08,140.236713908536,140.236713912449,3.91327148463461e-09,133.197560781811,133.197560800669,1.88575768333976e-08,265.439132881808,265.439132923701,4.18933154833212e-08,461.031793941645,461.03179380168,-1.3996543657413e-07
242,-90.7693657208982,-90.7693657079226,1.29756045907925e-08,-112.032801369983,-112.032801382896,-1.29133610471399e-08,140.962930204722,140.962930208891,4.16960688198742e-09,134.450893800563,134.450893819792,1.92286790934304e-08,257.417643154273,257.417643199248,4.49741719421581e-08,441.433968916053,441.433968771446,-1.44606417507021e-07
243,-90.3768193278038,-90.3768193145422,1.32615554093718e-08,-111.657648426369,-111.657648439727,-1.33584308059653e-08,141.666706419812,141.666706424249,4.43671410721436e-09,135.650333511108,135.650333530669,1.95615825759887e-08,249.282203955848,249.282204003997,4.8149388476304e-08,422.226881346602,422.22688119761,-1.48991659898456e-07
244,-89.9823495344796,-89.9823495209354,1.35442519422213e-08,-111.279237314688,-111.279237328481,-1.37927145260619e-08,142.3477254011,142.347725405815,4.71507632937573e-09,136.796950921911,136.796950941767,1.98560030639783e-08,241.032350205485,241.032350256901,5.14166913490044e-08,403.400200771582,403.40020061847,-1.53112125644839e-07
245,-89.5860199975596,-89.5860199837363,1.38232820745543e-08,-110.897713309104,-110.897713323319,-1.42154021887109e-08,143.005668584198,143.005668589202,5.00426722283009e-09,137.89178850811,137.891788528222,2.01115710751765e-08,232.667529674607,232.667529729378,5.47709362308524e-08,384.943716968707,384.943716811758,-1.56949681695551e-07
246,-89.1878952608264,-89.1878952467282,1.40981057938916e-08,-110.513218827233,-110.513218841858,-1.46255274557916e-08,143.64021574349,143.640215748794,5.30457100467174e-09,138.935860571976,138.935860592304,2.03279455490701e-08,224.187097616585,224.187097674796,5.82113557356934e-08,366.847358604991,366.847358444492,-1.60499098456057e-07
247,-88.7880407601898,-88.7880407458215,1.43683109854464e-08,-110.125893507846,-110.125893522868,-1.50222660977306e-08,144.251044727758,144.251044733374,5.6158171446441e-09,139.930153651897,139.930153672402,2.05053538593347e-08,215.590311468906,215.590311530631,6.17256716850534e-08,349.101209555625,349.101209391878,-1.63747415626858e-07
248,-88.38652282942,-88.3865228147865,1.46334144801585e-08,-109.735874287374,-109.735874302779,-1.54048791500827e-08,144.837831181201,144.837831187139,5.93774984736228e-09,140.875626973705,140.875626994349,2.06437675842608e-08,206.876325629353,206.876325694668,6.53144525131211e-08,331.695523103714,331.695522937023,-1.66690711012052e-07
249,-87.983408706675,-87.983408691782,1.48929046872581e-08,-109.343295475103,-109.343295490876,-1.57728266003687e-08,145.400248250044,145.400248256314,6.27031226940744e-09,141.773212938724,141.773212959468,2.07441814836784e-08,198.044186306965,198.044186375937,6.8971928612882e-08,314.620734216347,314.620734047028,-1.69319775977783e-07
250,-87.5787665418639,-87.5787665267176,1.51463126485396e-08,-108.948288826975,-108.9482888431,-1.61252842190152e-08,145.937966274949,145.937966281562,6.61322019368527e-09,142.62381764346,142.623817664267,2.08065955575876e-08,189.092826448102,189.09282652079,7.2688635555096e-08,297.867470077209,297.867469905574,-1.71635122114822e-07
251,-87.1726654048836,-87.1726653894904,1.53931836166521e-08,-108.550983617901,-108.550983634362,-1.64618114695259e-08,146.450652469436,146.450652476402,6.96621782481088e-09,143.428321426321,143.428321447153,2.08318056138523e-08,180.021060737513,180.021060813976,7.64626975069405e-08,281.426559041457,281.426558867826,-1.73630667177349e-07
252,-86.7651752947674,-86.7651752791344,1.56330202116806e-08,-108.151506712525,-108.151506729307,-1.67817972851481e-08,146.937970584523,146.937970591852,7.32913463252771e-09,144.1875794372,144.18757945802,2.08207779905933e-08,170.827580673934,170.827580754216,8.02821773504547e-08,265.289038165104,265.289037989797,-1.7530669538246e-07
253,-86.3563671497851,-86.3563671339198,1.58652682102911e-08,-107.749982634381,-107.749982651466,-1.70849716596422e-08,147.399580559788,147.399580567489,7.70143060435657e-09,144.902422226147,144.902422246922,2.07746211344784e-08,161.510949719417,161.510949803559,8.41423855035828e-08,249.446159448495,249.446159271828,-1.76666389961611e-07
254,-85.9463128585301,-85.9463128424406,1.6089515497697e-08,-107.346533633387,-107.346533650758,-1.7370794580529e-08,147.835138161058,147.83513816914,8.08273625807487e-09,145.573656347762,145.573656368457,2.06942445402092e-08,152.069598521389,152.069598609422,8.80330333075108e-08,233.889394921672,233.889394743965,-1.77707505599756e-07
255,-85.5350852720319,-85.5350852557266,1.63052362722738e-08,-106.941279751646,-106.941279769285,-1.76390528849879e-08,148.244294604927,148.244294613399,8.47251158120343e-09,146.202064978228,146.202064998809,2.05810124498385e-08,142.5018202062,142.501820298153,9.19536944365973e-08,218.610440688418,218.61044050998,-1.78438000375536e-07
256,-85.1227582169292,-85.1227582004173,1.65119189432517e-08,-106.534338887516,-106.534338905406,-1.7889334458232e-08,148.626696170299,148.626696179169,8.87024498297251e-09,146.788408542262,146.788408562698,2.04358912014868e-08,132.805765742837,132.805765838722,9.58856389843277e-08,203.601220035535,203.601219856678,-1.7885693637254e-07
257,-84.7094065097402,-84.7094064930312,1.67090803415704e-08,-106.125826857932,-106.125826876054,-1.81215682459879e-08,148.981983797144,148.981983806419,9.27522592064633e-09,147.333425347518,147.333425367779,2.02606429411389e-08,122.979439375468,122.979439475291,9.98228131265932e-08,188.853885704446,188.853885525471,-1.78974403297616e-07
258,-84.2951059722649,-84.2951059553686,1.6896265719879e-08,-105.715857458951,-105.715857477286,-1.83354700311611e-08,149.309792672666,149.309792682353,9.68699964687403e-09,147.83783222424,147.837832244297,2.00562908503343e-08,113.020694123466,113.020694227228,1.03762417325015e-07,174.360821413363,174.360821234572,-1.78790941163243e-07
259,-83.8799334481537,-83.8799334310808,1.70729208548437e-08,-105.30454252452,-105.304542543051,-1.85310540246064e-08,149.609751805062,149.609751815167,1.01047703537915e-08,148.302325168194,148.302325188019,1.98247391836048e-08,102.927227347744,102.927227455434,1.07689217543339e-07,160.114642710125,160.114642531804,-1.7832101661952e-07
260,-83.4639668206783,-83.4639668034397,1.72386336316777e-08,-104.891991983457,-104.891992002165,-1.87082065394861e-08,149.88148358505,149.881483595578,1.05278274986631e-08,148.727579985123,148.72758000469,1.95673806047125e-08,92.696576382423,92.6965764940148,1.11591802465227e-07,146.108197228252,146.108197050684,-1.77567301307135e-07
261,-83.0472850317356,-83.0472850143427,1.73928782487565e-08,-104.478313914636,-104.478313933503,-1.88667854672531e-08,150.124603335365,150.124603346321,1.09552615867869e-08,149.114252935167,149.114252954453,1.92855225122912e-08,82.326114231159,82.3261143466226,1.15463649308367e-07,132.334564411796,132.334564235256,-1.76539941776355e-07
262,-82.6299681021212,-82.629968084586,1.75352425912934e-08,-104.063614600391,-104.063614619398,-1.90069187055997e-08,150.338718848377,150.338718859763,1.13859641714953e-08,149.462981375844,149.462981394825,1.89810691608727e-08,71.8130453278945,71.8130454471879,1.19293346756422e-07,118.787054768133,118.787054592884,-1.75248729306077e-07
263,-82.2120971531024,-82.2120971354372,1.76651866468092e-08,-103.647998578129,-103.647998597257,-1.91286773087995e-08,150.523429912032,150.523429923851,1.18190826015052e-08,149.774384402364,149.77438442102,1.8655669009604e-08,61.1544013622809,61.1544014853529,1.23071977498057e-07,105.459208701897,105.459208528194,-1.73703170958106e-07
264,-81.7937544293246,-81.7937544115423,1.77823267222266e-08,-103.231568690173,-103.231568709405,-1.92320612768526e-08,150.678327824283,150.678327836537,1.22538494906621e-08,150.04906348418,150.04906350249,1.83106863005378e-08,50.3470371706668,50.3470372974514,1.26784520659839e-07,92.3447949778136,92.3447948058985,-1.7191510437442e-07
265,-81.3750233230822,-81.375023305196,1.78861796484853e-08,-102.814426131849,-102.814426151167,-1.93173121942891e-08,150.802994896201,150.80299490889,1.2689213235717e-08,150.287603096799,150.287603114747,1.79480252882058e-08,39.38762669428,39.3876268247007,1.30420694688382e-07,79.4378088551529,79.4378086852577,-1.69895173485202e-07
266,-80.955988399985,-80.9559883820087,1.79762906782344e-08,-102.396670497817,-102.396670517202,-1.93845863805109e-08,150.897003943956,150.89700395708,1.31236106426513e-08,150.490571348006,150.490571365575,1.75689081061137e-08,28.2726590071079,28.2726591410782,1.33970310400855e-07,66.7324699319104,66.7324697642577,-1.67652686400288e-07
267,-80.5367354260514,-80.536735407999,1.80523471726701e-08,-101.978399826673,-101.978399846107,-1.94340543657745e-08,150.959917769867,150.959917783423,1.35561322167632e-08,150.658520597729,150.658520614905,1.71755232258874e-08,16.9984344169818,16.998434554405,1.37423278090409e-07,54.223219732598,54.2232195673957,-1.65202301616318e-07
268,-80.1173513962576,-80.1173513781438,1.81138517518775e-08,-101.559710643841,-101.559710663307,-1.9465915102046e-08,150.991288632719,150.991288646705,1.39856126679661e-08,150.791988070891,150.79198808766,1.67689790941949e-08,5.56106064450692,5.56106078527183,1.40764913503233e-07,41.9047190696263,41.9047189070735,-1.62552829863216e-07
269,-79.6979245645735,-79.697924546413,1.81604917770528e-08,-101.140698002776,-101.140698022257,-1.94805096498385e-08,150.990657707595,150.990657722006,1.44107161759166e-08,150.891496462637,150.891496478989,1.63511231221491e-08,-6.04355091421119,-6.04355077022444,1.43986751410807e-07,29.771845204736,29.7718450450178,-1.59718197778602e-07
270,-79.2785444755123,-79.2785444573205,1.81917982899904e-08,-100.721455524488,-100.721455543966,-1.94780938045369e-08,150.95755453544,150.95755455027,1.48297658597585e-08,150.95755453544,150.957554551363,1.5923404816931e-08,-17.8196888336511,-17.8196886865786,1.47072515943591e-07,17.8196888336514,17.8196886769399,-1.56711468690673e-07
271,-78.859301997224,-78.8593019790165,1.82075723387243e-08,-100.302075435427,-100.302075454886,-1.94590512592185e-08,150.891496462637,150.891496477879,1.52420227550465e-08,150.990657707596,150.990657723083,1.54872736857214e-08,-29.7718452047359,-29.7718450547235,1.50012482436068e-07,6.04355091421141,6.04355076066697,-1.53544437608844e-07
272,-78.4402893561589,-78.4402893379515,1.82073591759035e-08,-99.8826486037424,-99.882648623166,-1.94236093875588e-08,150.791988070891,150.791988086537,1.56454973421205e-08,150.991288632719,150.991288647764,1.50442645008297e-08,-41.9047190696267,-41.9047189168306,1.52796147290246e-07,-5.5610606445072,-5.56106079473633,-1.50229134909807e-07
273,-78.0216001733274,-78.0216001551365,1.81909314278528e-08,-99.4632645739486,-99.4632645933208,-1.93722229369087e-08,150.658520597729,150.658520613769,1.60391380177316e-08,150.959917769867,150.959917784463,1.45956562391802e-08,-54.2232197325975,-54.2232195771866,1.55410859292715e-07,-16.9984344169816,-16.9984345637589,-1.46777377807439e-07
274,-77.6033295021829,-77.6033294840249,1.81580048774777e-08,-99.044011600015,-99.0440116193202,-1.93052045460718e-08,150.490571348006,150.490571364427,1.64211542141857e-08,150.897003943956,150.8970039581,1.41431542033388e-08,-66.7324699319102,-66.7324697740645,1.57845690296199e-07,-28.2726590071078,-28.2726591503106,-1.43202800728659e-07
275,-77.1855738681506,-77.1855738500423,1.81082810968292e-08,-98.6249766769178,-98.6249766961409,-1.92230658058179e-08,150.287603096799,150.287603113589,1.67902953762677e-08,150.802994896201,150.802994909888,1.36876394662977e-08,-79.4378088551524,-79.4378086950663,1.60086187861452e-07,-39.3876266942798,-39.3876268337964,-1.39516579622523e-07
276,-76.7684313098271,-76.7684312917854,1.80416179773601e-08,-98.2062455706754,-98.2062455898015,-1.91260767223866e-08,150.04906348418,150.049063501325,1.71447993579932e-08,150.678327824283,150.678327837513,1.32305899569474e-08,-92.3447949778135,-92.3447948156906,1.62122802294107e-07,-50.3470371706666,-50.3470373063989,-1.35732285855283e-07
277,-76.3520014218714,-76.3520014039136,1.79577881453952e-08,-97.7879028468976,-97.7879028659124,-1.90147915191119e-08,149.774384402364,149.774384419847,1.74831313870527e-08,150.523429912032,150.523429924806,1.27735120258876e-08,-105.459208701897,-105.459208537952,1.63945387043896e-07,-61.1544013622812,-61.1544014941423,-1.31861028762614e-07
278,-75.9363853996086,-75.936385381752,1.78566068598229e-08,-97.3700318978788,-97.3700319167685,-1.88896507324898e-08,149.462981375844,149.462981393648,1.78040409082314e-08,150.338718848378,150.338718860695,1.23170877941448e-08,-118.787054768133,-118.787054602589,1.65543255548073e-07,-71.8130453278941,-71.8130454558102,-1.27916109704529e-07
279,-75.5216860853636,-75.5216860676256,1.77379888555151e-08,-96.9527149682644,-96.9527149870155,-1.87510664773072e-08,149.114252935167,149.114252953273,1.81055099801597e-08,150.124603335365,150.124603347228,1.18627099254809e-08,-132.334564411795,-132.334564244892,1.66903618037395e-07,-82.3261142311588,-82.3261143550652,-1.23906403359797e-07
280,-75.1080080165435,-75.1080079989416,1.76018630781982e-08,-96.5360331793217,-96.5360331979213,-1.8599536133479e-08,148.727579985123,148.727580003509,1.83862596259132e-08,149.88148358505,149.881483596462,1.14112879145978e-08,-146.108197228251,-146.108197060233,1.68018175372708e-07,-92.696576382423,-92.6965765022687,-1.19845722679202e-07
281,-74.6954574754804,-74.6954574580322,1.74482011061627e-08,-96.1200665518463,-96.1200665702817,-1.84354291832278e-08,148.302325168194,148.302325186839,1.86449824468582e-08,149.609751805062,149.609751816026,1.09638449430349e-08,-160.114642710125,-160.114642541245,1.68880234241442e-07,-102.927227347745,-102.927227463488,-1.15742992079504e-07
282,-74.2841425410493,-74.2841425237724,1.72769176742804e-08,-95.7048940277351,-95.7048940459946,-1.82594845909989e-08,147.83783222424,147.83783224312,1.88796889233345e-08,149.309792672666,149.309792683187,1.05212052403658e-08,-174.360821413363,-174.360821243887,1.69476379596745e-07,-113.020694123466,-113.020694235079,-1.11613161379864e-07
283,-73.8741731420677,-73.8741731249796,1.70881548910984e-08,-95.2905934902598,-95.2905935083318,-1.8072014995596e-08,147.333425347518,147.333425366607,1.90892706086743e-08,148.981983797144,148.981983807228,1.00843635664205e-08,-188.853885704446,-188.853885534643,1.69803257676904e-07,-122.979439375468,-122.97943948293,-1.07462483356358e-07
284,-73.4656611124835,-73.4656610956017,1.68818701240525e-08,-94.8772417830708,-94.8772418009443,-1.78734467226604e-08,146.788408542262,146.788408561534,1.92717664049269e-08,148.626696170299,148.626696179953,9.65408730735362e-09,-203.601220035535,-203.601219865686,1.69848306086351e-07,-132.805765742837,-132.805765846139,-1.03302312481901e-07
285,-73.0587202483541,-73.0587202316958,1.66583191685277e-08,-94.4649147279682,-94.4649147456327,-1.76645329474923e-08,146.202064978228,146.202064997655,1.94264089259377e-08,148.244294604927,148.244294614158,9.23120069273864e-09,-218.610440688418,-218.61044051881,1.69608455280468e-07,-142.5018202062,-142.501820305346,-9.91459216947987e-08
286,-72.653466366613,-72.6534663501954,1.64176157113616e-08,-94.0536871414699,-94.0536871589155,-1.74455863088951e-08,145.573656347762,145.573656367314,1.95513791823032e-08,147.835138161058,147.835138169874,8.81598793966987e-09,-233.889394921673,-233.889394752595,1.69077537748308e-07,-152.06959852139,-152.06959861639,-9.49999616750574e-08
287,-72.250017365619,-72.2500173494591,1.61599302828108e-08,-93.6436328502149,-93.6436328674321,-1.72171752410577e-08,144.902422226147,144.902422245793,1.9645597149065e-08,147.399580559788,147.399580568197,8.40941538626794e-09,-249.446159448494,-249.446159280242,1.68251432342004e-07,-161.510949719417,-161.510949810289,-9.08724473447364e-08
288,-71.8484932874752,-71.8484932715895,1.58856892085169e-08,-93.2348247052326,-93.2348247222125,-1.6979896599878e-08,144.1875794372,144.187579456908,1.9708267018359e-08,146.937970584523,146.937970592535,8.01182409304602e-09,-265.289038165104,-265.28903799798,1.67123630490096e-07,-170.827580673933,-170.827580760708,-8.67741789534193e-08
289,-71.4490163820994,-71.4490163665043,1.55951056513004e-08,-92.8273345951164,-92.8273346118505,-1.67340772350144e-08,143.428321426321,143.428321446059,1.97375413790724e-08,146.450652469436,146.45065247706,7.62381091590214e-09,-281.426559041457,-281.426558875759,1.65698281762161e-07,-180.021060737513,-180.021060820228,-8.27142230264144e-08
290,-71.0517111730251,-71.0517111577365,1.52885917259482e-08,-92.4212334581361,-92.4212334746165,-1.64803850566386e-08,142.62381764346,142.623817663193,1.97327949535975e-08,145.937966274949,145.937966282195,7.24597271073435e-09,-297.86747007721,-297.867469913244,1.63965523825027e-07,-189.092826448102,-189.0928265268,-7.86980365319323e-08
291,-70.656704524897,-70.6567045099304,1.49666163906659e-08,-92.0165912933251,-92.0165913095444,-1.62193174446656e-08,141.773212938724,141.773212958417,1.96932319340704e-08,145.400248250044,145.400248256922,6.87833789925207e-09,-314.620734216347,-314.620734054414,1.61932973696821e-07,-198.044186306965,-198.0441863817,-7.47351123209228e-08
292,-70.2641257126263,-70.2641256979966,1.46296912362232e-08,-91.6134771705801,-91.6134771865314,-1.59513149355917e-08,140.875626973705,140.875626993323,1.96178291389515e-08,144.837831181201,144.837831187722,6.52144649393449e-09,-331.695523103714,-331.695522944118,1.59596083904034e-07,-206.876325629353,-206.876325700186,-7.08328400378377e-08
293,-69.8741064921541,-69.8741064778758,1.42783562750992e-08,-91.2119592398102,-91.2119592554871,-1.56769175418958e-08,139.930153651897,139.930153671403,1.9506330772856e-08,144.251044727758,144.251044733933,6.17552586845704e-09,-349.101209555625,-349.101209398666,1.56959345076757e-07,-215.590311468906,-215.590311535903,-6.6997017711401e-08
294,-69.4867811727675,-69.4867811588542,1.39132083631921e-08,-90.8121047391736,-90.8121047545703,-1.53966226434932e-08,138.935860571976,138.935860591334,1.9357884184501e-08,143.64021574349,143.64021574933,5.84057602281973e-09,-366.84735860499,-366.847358450958,1.5403219322252e-07,-224.187097616584,-224.187097679816,-6.32319654414459e-08
295,-69.1022866908962,-69.1022866773613,1.35349296215281e-08,-90.4139800024404,-90.4139800175514,-1.51109702528629e-08,137.89178850811,137.891788527283,1.91725177955959e-08,143.005668584198,143.005668589715,5.51696643924515e-09,-384.943716968708,-384.943716817894,1.50813491472945e-07,-232.667529674607,-232.667529734155,-5.9547943465077e-08
296,-68.7207626853119,-68.7207626721676,1.31443300688261e-08,-90.0176504655204,-90.0176504803408,-1.48204151173559e-08,136.796950921911,136.796950940861,1.89498621239181e-08,142.3477254011,142.347725406305,5.20486764798989e-09,-403.400200771582,-403.400200624265,1.47317052778817e-07,-241.032350205484,-241.032350261433,-5.59490729301615e-08
297,-68.3423515736313,-68.3423515608892,1.27421628803859e-08,-89.6231806721962,-89.6231806867216,-1.4525411984323e-08,135.650333511108,135.650333529798,1.86899171694677e-08,141.666706419812,141.666706424717,4.90436491418222e-09,-422.226881346602,-422.226881203057,1.43544582442701e-07,-249.282203955847,-249.282204008286,-5.24383096944803e-08
298,-67.9671986300173,-67.967198617688,1.2329252285781e-08,-89.2306342791018,-89.2306342933283,-1.42265150770982e-08,134.450893800563,134.450893818956,1.83931376795954e-08,140.962930204722,140.962930209337,4.61534455098445e-09,-441.433968916052,-441.433968776536,1.3951682831248e-07,-257.417643154273,-257.417643203295,-4.90215370518854e-08
299,-67.5954520639492,-67.5954520520426,1.19065504122773e-08,-88.8400740599866,-88.8400740739107,-1.39241222996134e-08,133.197560781811,133.197560799871,1.80599215582333e-08,140.236713908536,140.236713912873,4.33777813668712e-09,-461.031793941646,-461.031793806406,1.35240213694487e-07,-265.439132881808,-265.439132927512,-4.57043256574252e-08
300,-67.2272630999197,-67.2272630884447,1.14750378088502e-08,-88.4515619093078,-88.4515619229265,-1.36187310317837e-08,131.889234607892,131.889234625583,1.76906951310229e-08,139.488373506819,139.48837351089,4.07158040616196e-09,-481.030785914605,-481.030785783875,1.30729915781558e-07,-273.347056513329,-273.347056555816,-4.24868176196469e-08
301,-66.8627860578939,-66.8627860468581,1.1035794500458e-08,-88.065158845192,-88.0651588585028,-1.33107818101053e-08,130.524786350952,130.524786368239,1.7286566844632e-08,138.718224017316,138.718224021133,3.8169787330844e-09,-501.441449338443,-501.44144921244,1.26003158129606e-07,-281.141721227303,-281.141721266677,-3.93736172554782e-08
302,-66.5021784343448,-66.5021784237549,1.05898436686402e-08,-87.680925011809,-87.6809250248098,-1.30008146470573e-08,129.103057830754,129.103057847602,1.68484177720529e-08,137.926579703884,137.926579707457,3.57360363523185e-09,-522.274336638003,-522.274336516927,1.21075686365657e-07,-288.823363580869,-288.823363617239,-3.63701246897108e-08
303,-66.1456009836572,-66.1456009735189,1.01383506034836e-08,-87.2989196812006,-87.2989196938897,-1.26891848140076e-08,127.622861523047,127.622861539424,1.63778821615779e-08,137.113754264841,137.113754268182,3.34136984747602e-09,-543.540017708335,-543.540017592364,1.15971374725632e-07,-296.392155146534,-296.39215518001,-3.34758851749939e-08
304,-65.7932177996634,-65.7932177899809,9.68255164934817e-09,-86.9192012546083,-86.9192012669846,-1.23762760040336e-08,126.082980557536,126.082980573412,1.58761821467124e-08,136.280061005589,136.280061008709,3.11993630930374e-09,-565.249045796056,-565.249045685346,1.10710061562713e-07,-303.848208206119,-303.848208236812,-3.06938545691082e-08
305,-65.4451963970482,-65.4451963878246,9.22364051803015e-09,-86.5418272633435,-86.5418272754061,-1.20626566513238e-08,124.482168816103,124.482168831448,1.53451935602789e-08,135.425812995341,135.42581299825,2.90950197268103e-09,-587.411919384168,-587.411919278852,1.05315166365472e-07,-311.191581496891,-311.191581524917,-2.80256244877819e-08
306,-65.1017077923281,-65.1017077835652,8.76295302987273e-09,-86.1668543692438,-86.1668543809924,-1.17486109729725e-08,122.819151142855,122.819151157642,1.47869627653563e-08,134.551323207816,134.551323210525,2.70935629487212e-09,-610.039039729031,-610.039039629225,9.98061295831576e-08,-318.422286004161,-318.422286029634,-2.54726160164864e-08
307,-64.7629265840781,-64.7629265757763,8.30181079436443e-09,-85.7943383647622,-85.7943383761968,-1.1434579505476e-08,121.092623678593,121.092623692797,1.42039624506651e-08,133.656904645795,133.656904648315,2.51944243245816e-09,-633.14066367525,-633.140663581031,9.42188762564911e-08,-325.540290793909,-325.540290816942,-2.30334649131692e-08
308,-64.4290310320397,-64.4290310241982,7.84152121013904e-09,-85.424334172732,-85.4243341838529,-1.11209317310568e-08,119.301254333371,119.301254346969,1.35982531901391e-08,132.742870449424,132.742870451763,2.33976038543915e-09,-656.726851351086,-656.726851262513,8.85729605215602e-08,-332.545528878342,-332.545528899053,-2.07109565053543e-08
309,-64.1002031347091,-64.1002031273255,7.38359062779637e-09,-85.0568958458535,-85.0568958566616,-1.08080939753563e-08,117.443683411935,117.443683424908,1.29727766307042e-08,131.809533988182,131.809533990352,2.16974171962647e-09,-680.807408323646,-680.807408240748,8.28974862088216e-08,-339.437903106606,-339.437903125112,-1.85058297574869e-08
310,-63.7766287049555,-63.7766286980263,6.92925539169664e-09,-84.6920765659483,-84.6920765764446,-1.04963646663236e-08,115.518524408053,115.518524420383,1.23302044130469e-08,130.857208936471,130.85720893848,2.00898853108811e-09,-705.391821769965,-705.39182169274,7.72256498748902e-08,-346.217292072202,-346.217292088616,-1.6414901438111e-08
311,-63.4584974431799,-63.4584974366999,6.48007159043118e-09,-84.3299286430264,-84.3299286532126,-1.01861843404549e-08,113.52436498499,113.524364996664,1.16741460942649e-08,129.886209332777,129.886209334634,1.85752924153348e-09,-730.489190197359,-730.489190125777,7.15817805030383e-08,-352.883556028037,-352.883556042477,-1.44399336932111e-08
312,-63.1460030074701,-63.1460030014327,6.03743188776207e-09,-83.9705035142117,-83.9705035240896,-9.87783721484448e-09,111.459768160734,111.459768171741,1.10072306824804e-08,128.896849622396,128.896849624111,1.71490910361172e-09,-756.10814622475,-756.108146158753,6.59974830341525e-08,-359.436542799436,-359.436542812013,-1.25770043268858e-08
313,-62.8393430801556,-62.8393430745529,5.60272184202404e-09,-83.6138517425715,-83.6138517521431,-9.57163592829602e-09,109.323273717935,109.323273728269,1.03332240541931e-08,127.889444683765,127.889444685346,1.58061652655306e-09,-782.256771916248,-782.25677185574,6.05085688221152e-08,-365.876093684828,-365.876093695658,-1.08292965705914e-08
314,-62.5387194301101,-62.5387194249327,5.17745490924426e-09,-83.2600230158958,-83.2600230251637,-9.26793575217744e-09,107.113399859988,107.113399869644,9.65582103162888e-09,126.864309838416,126.864309839871,1.45469414292165e-09,-808.94250613993,-808.942506084794,5.51359562450671e-08,-372.202049333343,-372.202049342532,-9.18981868380797e-09
315,-62.2443379700848,-62.2443379653219,4.76293848805653e-09,-82.9090661454713,-82.9090661544384,-8.96704932529246e-09,104.828645136146,104.828645145124,8.97846064162877e-09,125.821760844655,125.821760845991,1.33658772938361e-09,-836.172043409084,-836.172043359171,4.99138650411624e-08,-378.414255587998,-378.414255595658,-7.66016228226363e-09
316,-61.9564088082929,-61.9564088039323,4.36054392594087e-09,-82.5610290648962,-82.5610290735654,-8.66921823217126e-09,102.46749066011,102.467490668415,8.30503665838478e-09,124.762113875073,124.762113876299,1.22599885798991e-09,-863.951223650924,-863.951223606058,4.48662831331603e-08,-384.512569282778,-384.512569289016,-6.23799678578507e-09
317,-61.6751462933935,-61.675146289422,3.97154309439429e-09,-82.2159588289785,-82.2159588373533,-8.37479774418171e-09,100.028402648065,100.028402655704,7.63897389788326e-09,123.685685478031,123.685685479153,1.12254383566324e-09,-892.284912340009,-892.284912299984,4.00247017751099e-08,-390.496863981474,-390.496863986393,-4.91917262479546e-09
318,-61.4007690519508,-61.4007690483536,3.59727891918737e-09,-81.8739016127647,-81.8739016208486,-8.08398681328981e-09,97.5098353037126,97.5098353106968,6.98423718858976e-09,122.592792523294,122.59279252432,1.02572528248857e-09,-921.176870431216,-921.176870395807,3.54093572241254e-08,-396.367035645848,-396.36703564955,-3.70147290595924e-09
319,-61.1335000173625,-61.1335000141237,3.23884563613319e-09,-81.53490271074,-81.534902718537,-7.79699860231631e-09,94.9102340794237,94.9102340857685,6.34476293726038e-09,121.483752132041,121.483752132977,9.35713728722476e-10,-950.629613531513,-950.629613500464,3.10482164422865e-08,-402.123008220447,-402.12300822303,-2.583419700386e-09
