Krank_Acisi_deg,theta2_deg,theta3_deg,theta4_deg,theta5_deg,omega2_deg_s,omega3_deg_s,omega4_deg_s,omega5_deg_s,alpha2_deg_s2,alpha3_deg_s2,alpha4_deg_s2,alpha5_deg_s2,Kisit_Kalintisi_mm,Newton_Iterasyon,Jacobian_Cond
89,-53.2425156890885,-105.956288833447,-126.9907505142,-73.4436824709917,38.9254685083063,-110.824585886176,45.0020328127012,-105.206402781574,1119.95165408236,1022.41512334584,-1067.75579110805,-1000.10785177739,1.4210854715202e-14,4,2.07335059958254
89.5,-53.1873765631238,-106.109227530837,-126.929281712057,-73.5907688818877,40.4718337657471,-109.408425914059,43.51004073501,-106.599322442633,1106.82272020798,1016.85292766164,-1080.7223993757,-1005.69586503802,2.8421709430404e-14,4,2.06417632847068
90,-53.130102354156,-106.260204708312,-126.869897645844,-73.739795291688,42,-108,42,-108,1093.74548234729,1011.27867519055,-1093.74548234729,-1011.27867519055,1.4210854715202e-14,4,2.05506375936328
90.5,-53.0707182879431,-106.409231118112,-126.812623436876,-73.8907724691633,43.51004073501,-106.599322442633,40.4718337657471,-109.408425914059,1080.7223993757,1005.69586503802,-1106.82272020798,-1016.85292766164,1.4210854715202e-14,4,2.06417632847068
91,-53.0092494858002,-106.556317529008,-126.757484310912,-74.0437111665528,45.0020328127012,-105.206402781574,38.9254685083064,-110.824585886176,1067.75579110805,1000.10785177739,-1119.95165408236,-1022.41512334584,2.8421709430404e-14,4,2.07335059958253
91.5,-52.9457209601233,-106.70147471983,-126.704505593407,-74.1986221128143,46.4760562031504,-103.821245995282,37.3608342182092,-112.248460655057,1054.84784305435,994.517849586821,-1133.12968118303,-1027.96161441253,1.4210854715202e-14,4,2.08258653510487
92,-52.8801576101732,-106.844713473265,-126.653712704498,-74.3555160065867,47.9321938212996,-102.443852693213,35.7778646037647,-113.68002578724,1042.00061107798,988.928936326256,-1146.35404986613,-1033.48860006081,1.4210854715202e-14,4,2.09188408134351
92.5,-52.8125842181086,-106.986044569924,-126.605131153687,-74.5144035088572,49.3705313500678,-101.074219302356,34.1764973012907,-115.119251461663,1029.21602595475,983.344057551241,-1159.62185459634,-1038.99212222691,1.4210854715202e-14,4,2.10124316781181
93,-52.743025445261,-107.125478782654,-126.55878653424,-74.6752952353258,50.7911570697273,-99.7123382482401,32.556674092399,-116.566102248236,1016.49589783152,977.766030460698,-1172.93003082476,-1044.46806124929,2.8421709430404e-14,4,2.11066370651838
93.5,-52.6715058286425,-107.263026871104,-126.514704517276,-74.8382017484578,52.1941616934001,-98.3581981305074,30.9183411284534,-118.020536880367,1003.84192058343,972.197547776115,-1186.2753497833,-1049.91213149713,2.8421709430404e-14,4,2.12014559123435
94,-52.5980497776772,-107.398699576533,-126.472910845533,-75.0031335492154,53.5796382085373,-97.0117838931417,29.2614491623127,-119.482508021399,991.255676069143,966.641181549987,-1199.65441319998,-1055.31987696828,2.8421709430404e-14,4,2.12968869674007
94.5,-52.522681571149,-107.532507616846,-126.433431326815,-75.1701010684621,54.9476817242352,-95.6730769894642,27.5859537874662,-120.951962024908,978.738638283576,961.099386901665,-1213.06364793971,-1060.68666686364,2.1316282072803e-14,4,2.13929287805077
95,-52.4454253543583,-107.664461681857,-126.396291827099,-75.3391146580287,56.2983893242502,-94.3420555419882,25.891815684661,-122.428838688848,966.292177408169,955.574505679039,-1226.49930057616,-1066.00769114529,7.105427357601e-15,4,2.14895796962105
95.5,-52.3663051364776,-107.79457242877,-126.36151826329,-75.510184581434,57.6318599255662,-93.0186944972413,24.1790008761132,-123.91307100352,953.917563758628,950.068770044798,-1239.95743190051,-1071.27795608655,2.8421709430404e-14,4,2.15868378452783
96,-52.2853447881006,-107.922850477876,-126.329136595626,-75.6833210042512,58.9481941423746,-91.7029657756599,22.447480987385,-125.404584893355,941.615971630523,944.584305986245,-1253.43391137388,-1076.49227982271,1.4210854715202e-14,4,2.16847011363165
96.5,-52.2025680389765,-108.049306408449,-126.299172819708,-75.8585339841112,60.2474941553246,-90.3948384166624,20.6972335170027,-126.903298952528,929.388483043226,939.123136747879,-1266.92441153075,-1081.64528791201,1.4210854715202e-14,4,2.17831672471601
97,-52.1179984759221,-108.173950754843,-126.271652958147,-76.0358334603347,61.5298635859034,-89.0942787190084,18.9282421138762,-128.40912417442,917.236091382837,933.687186186211,-1280.42440234141,-1086.73140891709,2.8421709430404e-14,4,2.18822336160459
97.5,-52.0316595409049,-108.296794002779,-126.246603051832,-76.215229243184,62.7954073758064,-87.8012503765533,17.1404968625724,-129.921963674961,905.159704944949,928.278282046443,-1293.92914554228,-1091.74487001817,1.4210854715202e-14,4,2.19818974325623
98,-51.9435745292907,-108.417846585821,-126.224049150783,-76.3967310027263,64.0442316711583,-86.5157146095058,15.3339945764801,-131.441712409911,893.16015037822,922.898159160862,-1307.43368894388,-1096.67969266963,2.8421709430404e-14,4,2.2082155628375
98.5,-51.853766588248,-108.537118882029,-126.204017304599,-76.5803482573007,65.2764437114495,-85.2376302912985,13.5087390988892,-132.968256886142,881.238176029847,917.548462568953,-1320.9328607268,-1101.52968831313,1.4210854715202e-14,4,2.21830048677276
99,-51.7622587153043,-108.654621210782,-126.186533552483,-76.7660903615795,66.4921517230509,-83.9669540711778,11.6647416119943,-134.501474867023,869.39445519417,912.230750559416,-1334.42126373723,-1106.28845416072,2.8421709430404e-14,4,2.22844415377173
99.5,-51.6690737570468,-108.770363829777,-126.171623912824,-76.9539664942164,67.6914648171747,-82.7036404926238,9.80202095381506,-136.041235071991,857.629589265718,906.946497634386,-1347.8932697943,-1110.94936906276,2.8421709430404e-14,4,2.23864617383439
100,-51.5742344079614,-108.884356932177,-126.159314372347,-77.1439856450737,68.8744928921484,-81.4476421077074,7.92060394300607,-137.587396870463,845.944110798135,901.697097396327,-1361.34301402257,-1115.50558947636,2.8421709430404e-14,4,2.24890612723345
100.5,-51.4777632094053,-108.996610643929,-126.149630874792,-77.3361566020205,70.041346539873,-80.1989095874898,6.02052571151307,-139.139809970226,834.338486470444,896.483865358159,-1374.76438922415,-1119.95004555081,1.4210854715202e-14,4,2.2592235634742
101,-51.3796825487064,-109.107135021224,-126.142599309137,-77.5304879372937,71.1921369563378,-78.9573918285735,4.10183004500994,-140.698314100472,822.813119962259,891.308041677298,-1388.15104030557,-1124.27543734802,1.4210854715202e-14,4,2.26959800023209
101.5,-51.2800146583837,-109.215940048101,-126.138245497333,-77.7269879934168,72.3269758560656,-77.7230360559071,2.16456973102698,-142.262738689701,811.36835473954,886.170793814406,-1401.49635877631,-1128.47423121661,1.4210854715202e-14,4,2.28002892226805
102,-51.1787816154846,-109.323035634198,-126.136595181563,-77.9256648686656,73.4459753903668,-76.4957879219505,0.208806914662017,-143.832902538699,800.004476752587,881.073219117703,-1414.79347733632,-1132.53865633956,2.8421709430404e-14,4,2.29051578032186
102.5,-51.0760053410331,-109.428431612634,-126.137674010984,-78.1265264020787,74.5492480692801,-75.2755916023003,-1.7653865382647,-145.408613488853,788.721717048001,876.016347333793,-1428.03526457153,-1136.46070147678,2.8421709430404e-14,4,2.30105798998378
103,-50.971707599583,-109.532137738023,-126.141507527978,-78.3295801580027,75.6369066870821,-74.0623898878801,-3.75792867077525,-146.989668086097,777.520254296357,871.001143046042,-1441.21431977746,-1140.23211192452,7.105427357601e-15,4,2.31165493054481
103.5,-50.8659099988738,-109.63416368461,-126.148121153873,-78.5348334101682,76.7090642512505,-72.8561242737929,-5.76872705720923,-148.57585124079,766.400217237408,866.028508041566,-1454.32296793216,-1143.84438671542,2.8421709430404e-14,4,2.32230594382614
104,-50.7586339895811,-109.734519044535,-126.157540174133,-78.7422931252916,77.7658339147671,-71.6567350449346,-7.79767841883507,-150.166935883893,755.361687044604,861.099283607987,-1467.35325484119,-1147.28877608366,2.8421709430404e-14,4,2.33301033298793
104.5,-50.6499008651602,-109.833213326206,-126.169789723018,-78.9519659461954,78.8073289116496,-70.4641613584666,-9.84466823285062,-151.76268261982,744.404699610776,856.214252761137,-1480.29694247861,-1150.55627922133,2.1316282072803e-14,4,2.34376736131839
105,-50.5397317617764,-109.930255952791,-126.184894767691,-79.1638581744461,79.8336624956046,-69.2783413232411,-11.909570335064,-153.362839376397,733.529247756831,851.374142404943,-1493.1455045492,-1153.63764235312,1.4210854715202e-14,4,2.35457625100355
105.5,-50.4281476583181,-110.025656260816,-126.20288009177,-79.3779757525028,80.8449478816955,-68.0992120762729,-13.9922465165796,-154.967141052375,722.735283365289,846.579625424742,-1505.89012229873,-1156.52335715784,2.8421709430404e-14,4,2.36543618187846
106,-50.3151693764901,-110.119423498862,-126.223770278314,-79.5943242453752,81.841298190923,-66.9267098563492,-16.0925461148533,-156.575309163019,712.022719440531,841.831322715349,-1518.52168060029,-1159.20365956652,1.4210854715202e-14,4,2.37634629016086
106.5,-50.2008175809804,-110.211566826372,-126.247589692242,-79.8129088217892,82.822826397617,-65.7607700748677,-18.2103055995222,-158.1870514843,701.391432097594,837.129805145164,-1531.03076434633,-1161.66852896808,1.4210854715202e-14,4,2.38730566716795
107,-50.0851127796989,-110.302095312548,-126.274362462168,-80.0337342348559,83.7896452795415,-64.6013273839899,-20.3453481534504,-159.802061696286,690.841262481366,832.475595457681,-1543.40765517713,-1163.90768785488,1.4210854715202e-14,4,2.3983133580175
107.5,-49.9680753240841,-110.391017935342,-126.304112461656,-80.2568048022472,84.7418673706194,-63.448315742196,-22.4974832494867,-161.420019026369,680.372018617998,827.869170111744,-1555.64232857839,-1165.91060194165,1.4210854715202e-14,4,2.40936836031436
108,-49.8497254094724,-110.478343580534,-126.336863289881,-80.4821243858746,85.6796049161807,-62.3016684773267,-24.666506223465,-163.040587893006,669.983477200368,823.310961061906,-1567.72445138153,-1167.66648079256,1.4210854715202e-14,4,2.42046962282364
108.5,-49.7300830755293,-110.564081040905,-126.372638251696,-80.7096963710743,86.6029698306473,-61.1613183471914,-26.8521978440325,-164.663417550697,659.675385309386,818.801357480279,-1579.64337970207,-1169.16427899243,2.8421709430404e-14,4,2.43161604413188
109,-49.6091682067363,-110.648239015478,-126.4114603371,-80.9395236453013,87.5120736575645,-60.0271975978262,-29.0543238799421,-166.288141736999,649.447462072925,814.34070742124,-1591.38815735276,-1170.39269789902,1.4210854715202e-14,4,2.44280647129773
109.5,-49.4870005329332,-110.730826108854,-126.453352200103,-81.1716085763342,88.4070275318937,-58.8992380194781,-31.27263466549,-167.914378322394,639.299400264152,809.929319430374,-1602.94751476941,-1171.3401880149,7.105427357601e-15,4,2.45403969849381
110,-49.3635996299097,-110.811850830611,-126.498336136985,-81.4059529899968,89.2879421444849,-57.7773710003926,-33.5068646648416,-169.541728963905,629.230867840982,805.56746409902,-1614.30986848901,-1171.9949520178,1.4210854715202e-14,4,2.46531446564143
110.5,-49.2389849200464,-110.891321594785,-126.546434063954,-81.6425581474011,90.1549277086467,-56.6615275784787,-35.756732036039,-171.169778763397,619.241509428381,801.255375565808,-1625.46332122061,-1172.34494848996,2.8421709430404e-14,4,2.47662945704008
111,-49.1131756729996,-110.969246719414,-126.597667494196,-81.8814247217205,91.0080939287367,-55.5516384909256,-38.0219381955437,-172.798095931581,609.330947745191,796.993252966519,-1636.39566255114,-1172.37789638742,2.1316282072803e-14,4,2.48798329999383
111.5,-48.9861910064292,-111.04563442616,-126.65205751432,-82.1225527744998,91.847549970696,-54.4476342218396,-40.3021673842235,-174.426231458742,599.498784977159,792.781261833655,-1647.09437032909,-1172.08128029113,1.4210854715202e-14,4,2.49937456343671
112,-48.8580498867655,-111.120492839984,-126.709624760201,-82.3659417315145,92.6734044344541,-53.3494450479721,-42.5970862357597,-176.053718793348,589.744604097773,788.619535447028,-1657.54661277048,-1171.44235648256,2.8421709430404e-14,4,2.51080175655947
112.5,-48.7287711300138,-111.193829988892,-126.770389392232,-82.6115903581883,93.485765328133,-52.2570010826044,-44.9063433485055,-177.680073529681,580.067970138522,784.508176136716,-1667.73925133214,-1170.4481598868,2.8421709430404e-14,4,2.52226332744035
113,-48.5983734025931,-111.265653803734,-126.834371069979,-82.8594967345852,94.2847400439819,-51.1702323176559,-47.229568861895,-179.304793105748,570.468431410141,780.447256539691,-1677.65884439856,-1169.0855119267,2.8421709430404e-14,4,2.53375766168232
113.5,-48.4668752222073,-111.335972118067,-126.901588926249,-83.1096582299891,95.0704353359737,-50.0890686640779,-49.5663740385648,-180.927356512749,560.945520676381,776.436820811419,-1687.29165182907,-1167.3410293317,2.8421709430404e-14,4,2.54528308105994
114,-48.3342949587461,-111.404792668069,-126.972061540593,-83.3620714770886,95.8429572990013,-49.0134399905949,-51.9163508534168,-182.547224017478,551.498756281792,772.476885793695,-1696.62364041281,-1165.20113394523,2.1316282072803e-14,4,2.55683784217856
114.5,-48.2006508352144,-111.472123092505,-127.045806912228,-83.6167323457867,96.6024113496072,-47.9432761608544,-54.2790715909131,-184.163836899058,542.127643235017,768.567442140007,-1705.64049027951,-1162.65206357435,1.4210854715202e-14,4,2.56842013514941
115,-48.0659609286862,-111.537970932746,-127.122842432422,-83.8736359166553,97.3489022081898,-46.8785070690416,-56.65408845197,-185.776617201493,532.831674249001,764.708455399627,-1714.3276023141,-1159.67988392465,2.8421709430404e-14,4,2.58002808228374
115.5,-47.9302431712841,-111.602343632833,-127.203184856332,-84.1327764540574,98.0825338826234,-45.8190626740171,-59.0409331718718,-187.38496750358,523.610330739534,760.899867061685,-1722.67010662353,-1156.27050166348,2.8421709430404e-14,4,2.5916597368097
116,-47.7935153511785,-111.665248539594,-127.286850274318,-84.3941473789636,98.8034096532381,-44.764873032031,-61.4391166507046,-188.988270707766,514.463083783502,757.141595560403,-1730.65287210373,-1152.40967865297,2.8421709430404e-14,4,2.60331308161579
116.5,-47.6557951136083,-111.726692902798,-127.373854082763,-84.6577412414889,99.5116320591031,-43.7158683280675,-63.8481285978676,-190.585889849613,505.389395038161,753.433537242676,-1738.26051715449,-1148.08304739374,4.2632564145606e-14,4,2.61498602802479
117,-47.517099961919,-111.786683875355,-127.464210954394,-84.9235496931805,100.20730288556,-42.671978905871,-66.2674371922928,-192.177167929575,496.388717622751,749.775567299152,-1745.47742158926,-1143.27612771847,2.8421709430404e-14,4,2.62667641460242
117.5,-47.3774472586175,-111.845228513558,-127.557934808163,-85.1915634590878,100.890523152956,-41.6331352967037,-68.6964887600602,-193.761427768853,487.460496963706,746.167540659945,-1752.28773978586,-1137.97434477289,4.2632564145606e-14,4,2.63838200600506
118,-47.2368542264421,-111.902333777361,-127.655038778677,-85.4617723096508,101.561393106526,-40.5992682468831,-71.1347074711673,-195.33797189113,478.604171604693,742.609292856087,-1758.67541512289,-1132.16304831945,1.4210854715202e-14,4,2.65010049187111
118.5,-47.0953379494449,-111.958006530697,-127.755535185228,-85.7341650324429,102.220012207374,-39.5703087441461,-73.5814950572661,-196.906082432067,469.819173982687,739.100640847809,-1764.62419574514,-1125.82753339688,2.1316282072803e-14,4,2.66182948576085
119,-46.9529153740869,-112.012253541831,-127.859435500444,-86.0087294038085,102.866479124517,-38.5461880428855,-76.0362305522445,-198.465021078438,461.10493117123,735.641383820716,-1770.11765169913,-1118.95306236543,2.8421709430404e-14,4,2.67356652414966
119.5,-46.8096033103429,-112.065081483749,-127.966750318605,-86.2854521604371,103.500891727926,-37.5268376883018,-78.4982700575797,-200.014029038876,452.460865592027,732.231303950887,-1775.13919347785,-1111.52488836491,2.1316282072803e-14,4,2.68530906547981
120,-46.6654184328157,-112.116496934574,-128.077489323636,-86.5643189709211,104.123347082548,-36.5121895395137,-80.9669465344499,-201.552327048179,443.886395695959,728.87016713992,-1779.67209201077,-1103.52828020864,2.8421709430404e-14,4,2.69705448927623
120.5,-46.5203772818575,-112.16650637802,-128.191661256847,-86.8453144073433,104.733941443241,-35.5021757916685,-83.4415696246308,-203.079115407213,435.380936614589,725.557723720924,-1783.69950013244,-1094.94854873238,7.105427357601e-15,4,2.70880009533168
121,-46.3744962646984,-112.215116203875,-128.309273884433,-87.1284219169453,105.332770250607,-34.4967289970903,-85.9214255022552,-204.593574060425,426.943900783205,722.293709136413,-1787.20447555899,-1085.77107461287,7.105427357601e-15,4,2.72054310296722
121.5,-46.2277916565794,-112.262332708508,-128.430333964801,-87.4136237939319,105.919928127655,-33.4957820855068,-88.4057767585463,-206.094862713012,418.574698536378,719.077844589055,-1790.17000539824,-1075.98133766545,2.1316282072803e-14,4,2.73228065037365
122,-46.0802796018901,-112.308162095407,-128.554847215752,-87.7009011514662,106.495508877291,-32.49926838339,-90.89386232167,-207.582120989823,410.272738677039,715.909837666196,-1792.57903221437,-1065.56494762475,1.4210854715202e-14,4,2.7440097940402
122.5,-45.9319761153087,-112.352610475747,-128.682818281583,-87.9902338939157,107.059605480563,-31.5071216324477,-93.3848974138775,-209.054468638033,402.037429019994,712.789382939068,-1794.41448166322,-1054.50767640658,2.8421709430404e-14,4,2.75572750827648
123,-45.7828970829444,-112.395683868974,-128.814250700157,-88.2816006894117,107.612310095655,-30.5192760072992,-95.8780735481263,-210.511005775654,393.868176910806,709.716162537543,-1795.65929170886,-1042.79549184237,2.8421709430404e-14,4,2.76743068483419
123.5,-45.6330582634808,-112.437388203422,-128.94914686999,-88.5749789427868,108.153714057585,-29.5356661323694,-98.372558566384,-211.950813187907,385.764389720914,706.689846701301,-1796.29644342603,-1030.41459287084,2.8421709430404e-14,4,2.77911613263499
124,-45.4824752893185,-112.477729316946,-129.087508017433,-88.8703447689582,108.683907878564,-28.556227098034,-100.86749672181,-213.372952673479,377.72547531985,703.71009430824,-1796.3089933865,-1017.35144616373,2.1316282072803e-14,4,2.79078057761108
124.5,-45.3311636677178,-112.516712957581,-129.229334163989,-89.1676729668281,109.202981249011,-27.580894476045,-103.362008807016,-214.776467442621,369.750842525394,700.776553380935,-1795.68010762065,-1003.5928241548,2.8421709430404e-14,4,2.80242066266529
125,-45.1791387819384,-112.554344784224,-129.374624093845,-89.4669369937735,109.711023039163,-26.6096043342682,-105.855192330581,-216.160382569016,361.839901532437,697.888861571944,-1794.39309713758,-989.125844432299,0,4,2.81403294775727
125.5,-45.0264158923779,-112.590630367325,-129.523375321689,-89.7681089408026,110.208121301281,-25.6422932507613,-108.346121743963,-217.523705497285,353.992064321358,695.046646628722,-1792.4314549796,-973.938010446785,1.4210854715202e-14,4,2.82561391012276
126,-44.8730101377052,-112.625575189616,-129.675584060871,-90.071159508456,110.694363272395,-24.6788983272188,-110.833848720929,-218.865426607905,346.206745046633,692.249526838893,-1789.77889477778,-958.01725347602,2.8421709430404e-14,4,2.8371599446326
126.5,-44.7189365359911,-112.659184646836,-129.831245191992,-90.3760579835321,111.169835377585,-23.719357201813,-113.317402491553,-220.184519841247,338.483360406417,689.497111456609,-1786.41939076673,-941.35197577937,0,4,2.84866736429847
127,-44.5642099858333,-112.691464048494,-129.990352232001,-90.6827722167226,111.634623233764,-22.7636080614547,-115.795790232764,-221.479943382338,330.821329993786,686.789001110697,-1782.33721920691,-923.931094863495,1.4210854715202e-14,4,2.86013240093207
127.5,-44.4088452674758,-112.722418618633,-130.152897303864,-90.9912686012413,112.088811653925,-21.8115896534997,-118.267997517382,-222.750640407813,323.220076630318,684.124788195291,-1777.51700115296,-905.744088770627,1.4210854715202e-14,4,2.87155120596453
128,-44.2528570439223,-112.75205349662,-130.318871106913,-91.3015120525348,112.532484651852,-20.8632412969244,-120.732988823436,-223.995539896433,315.679026682638,681.504057243604,-1771.94374649624,-886.781042289638,7.105427357601e-15,4,2.88291985143277
128.5,-44.096259862043,-112.780373737945,-130.488262887929,-91.613465989163,112.965725447252,-19.9185028929934,-123.189708105496,-225.213557504354,308.19761036259,678.926385285505,-1765.60289919871,-867.03269397893,4.2632564145606e-14,4,2.89423433113933
129,-43.9390681536731,-112.807384315039,-130.661060413077,-91.9270923149419,113.388616471295,-18.9773149354416,-125.637079429606,-226.403596506199,300.775262011604,676.391342189516,-1758.48038362463,-846.490483878562,2.8421709430404e-14,4,2.90549056199203
129.5,-43.7812962367046,-112.8330901181,-130.837249940758,-92.2423514024387,113.801239372541,-18.039618520192,-128.074007673259,-227.564548802806,293.411420369857,673.898490989854,-1750.56265186481,-825.146601777486,1.4210854715202e-14,4,2.91668438552979
130,-43.6229583161683,-112.857495955942,-131.016816195485,-92.5592020779138,114.203675023221,-17.1053553546289,-130.499379291733,-228.695295996307,286.105528830775,671.447388199106,-1741.83673193671,-802.99403588992,2.8421709430404e-14,4,2.92781156964049
130.5,-43.464068485308,-112.880606556843,-131.199742342864,-92.8776016078027,114.596003525876,-16.1744677664461,-132.9120631519,-229.794710533011,278.85703568143,669.037584107118,-1732.2902767321,-780.026621783175,1.4210854715202e-14,4,2.93886781047658
131,-43.3046407266442,-112.902426569419,-131.386009965789,-93.1975056868328,114.978304220308,-15.2468987120904,-135.31091143446,-230.861656914317,271.665394329333,666.668623066653,-1721.91161357171,-756.239091387562,2.1316282072803e-14,4,2.94984873457394
131.5,-43.1446889130289,-112.9229605635,-131.575599041931,-93.5188684278691,115.350655690843,-14.3225917848164,-137.694760605331,-231.894992975654,264.530063516132,664.340043766379,-1710.68979421504,-731.627121907461,2.8421709430404e-14,4,2.96074990117887
132,-42.9842268086894,-112.942213031017,-131.768487922625,-93.8416423535831,115.713135773883,-13.4014912223703,-140.062432456723,-232.893571233169,257.450507518695,662.051379491689,-1698.61464516132,-706.187384441403,7.105427357601e-15,4,2.97156680478794
132.5,-42.823268070262,-112.96018838691,-131.964653313257,-94.165778390039,116.065821565719,-12.4835419143206,-142.412735218174,-233.856240297627,250.426196338028,659.802158373897,-1685.67681806613,-679.917592108094,7.105427357601e-15,4,2.98229487790486
133,-42.6618262478137,-112.97689097003,-132.164070255235,-94.4912258622904,116.408789430616,-11.56868940905,-144.744464737583,-234.781846354683,243.456605876491,657.591903628278,-1671.86784008717,-652.816547464965,1.4210854715202e-14,4,2.992929494018
133.5,-42.499914785854,-112.992325044062,-132.366712109658,-94.8179324920773,116.742115009118,-10.6568799204236,-147.056405732002,-235.669234710397,236.541218103718,655.420133781459,-1657.18016396129,-624.884188995974,4.2632564145606e-14,4,3.0034659708017
134,-42.3375470243335,-113.006494798457,-132.572550542761,-95.145844397715,117.065873226584,-9.74806033414957,-149.347333107675,-236.517251400535,229.67952121166,653.286362888614,-1641.60721760497,-596.121636436343,7.105427357601e-15,4,3.0138995735439
134.5,-42.1747361996315,-113.019404349362,-132.781555513244,-95.4749060962611,117.380138301938,-8.84217821384383,-151.616013348511,-237.324744861869,222.871009759148,651.190100740925,-1625.14345302029,-566.531234693666,1.4210854715202e-14,4,3.02422551880197
135,-42.0114954455308,-113.031057740574,-132.993695261582,-95.8050605080457,117.6849837566,-7.93918180681383,-153.861205971871,-238.090567663371,216.115184806345,649.130853063746,-1607.78439427966,-536.116596117551,2.8421709430404e-14,4,3.03443897828789
135.5,-41.8478377941803,-113.041458944486,-133.208936301399,-96.136248963646,117.980482423605,-7.03902004957303,-156.081665050213,-238.81357829481,209.411554039453,647.108121705901,-1589.52668435401,-504.882640863854,1.4210854715202e-14,4,3.04453508298323
136,-41.6837761770446,-113.050611863053,-133.427243412991,-96.468411213384,118.266706456888,-6.14164257309838,-158.276140796852,-239.492643009944,202.759631886022,645.121404820526,-1570.36813054251,-472.835635094536,1.4210854715202e-14,4,3.05450892748357
136.5,-41.5193234258405,-113.058520328757,-133.648579639115,-96.8014854394188,118.543727340722,-5.24699970784258,-160.443381213687,-240.126637721115,196.158939621199,643.170197037861,-1550.30774825508,-439.98322675075,4.2632564145606e-14,4,3.06435557457119
137,-41.3544922734609,-113.065188105585,-133.872906283088,-97.1354082705059,118.811615899296,-4.35504248851095,-162.582133798453,-240.714449941682,189.609005465227,641.25398963038,-1529.34580289477,-406.334478634509,2.8421709430404e-14,4,3.07407006001388
137.5,-41.1892953548842,-113.070618890006,-134.100182909307,-97.4701147994836,119.070442306424,-3.46572265861499,-164.691147308674,-241.254980772386,183.109364672509,639.37227067063,-1507.483849583,-371.899898533976,2.8421709430404e-14,4,3.08364739758699
138,-41.0237452080714,-113.074816311962,-134.330367346258,-97.8055386035473,119.320276095374,-2.57899267481101,-166.769173579145,-241.747146927348,176.65955961253,637.52452518216,-1484.72477046911,-336.691466128486,2.8421709430404e-14,4,3.09308258431468
138.5,-40.8578542748484,-113.07778393586,-134.563415692078,-98.1416117673623,119.561186168796,-1.69480571103379,-168.8149693894,-242.189882795046,170.259139842908,635.710235283876,-1461.07280936475,-300.722656412586,2.8421709430404e-14,4,3.10237060592546
139,-40.6916349017752,-113.079525261572,-134.799282322749,-98.4782649090601,119.79324080876,-0.8131156624343,-170.827298377277,-242.582142529257,163.907662174863,633.928880328181,-1436.53360344532,-264.008459383268,1.4210854715202e-14,4,3.11150644251602
139.5,-40.5250993410008,-113.080043725437,-135.037919902973,-98.8154272091569,120.016507686865,0.0661228508705167,-172.804932994336,-242.922902164612,157.604690731342,632.179937033226,-1411.11421176329,-226.565395741552,2.8421709430404e-14,4,3.12048507441645
140,-40.3582597511038,-113.079342701273,-135.279279399798,-99.1530264424243,120.231053874432,0.94295448022779,-174.746656498509,-243.211161751043,151.349796998058,630.462879609586,-1384.8231403235,-188.411528368606,7.105427357601e-15,4,3.12930148824854
140.5,-40.191128197919,-113.07742550139,-135.523310099025,-99.4909890127337,120.436945852765,1.81742314505058,-176.651264979054,-243.445947501105,145.142559867679,628.777179881692,-1357.67036347702,-149.566469347734,1.4210854715202e-14,4,3.13795068316828
141,-40.0237166553501,-113.074295377609,-135.769959624454,-99.8292399908889,120.634249523459,2.68957202958549,-178.517569408528,-243.626313943831,138.98256567739,627.122307404306,-1329.66734139928,-110.051382316843,4.2632564145606e-14,4,3.14642767728197
141.5,-39.8560370061672,-113.069955522284,-136.019173959995,-100.16770315545,120.823030218768,3.55944357983835,-180.344397716189,-243.751346078496,132.869408240049,625.497729574329,-1300.82703342878,-69.8889799514801,2.8421709430404e-14,4,3.1547275142249
142,-39.6881010427905,-113.064409069333,-136.270897474661,-100.506301036547,121.003352712003,4.42707950065247,-182.130596876922,-243.820161521397,126.802688869133,623.902911738249,-1271.16390705591,-29.1035163961497,2.8421709430404e-14,4,3.1628452698898
142.5,-39.5199204680595,-113.057659095266,-136.525072950485,-100.84495496266,121.175281227964,5.29252075293296,-183.875035009517,-243.831912638516,120.782016397691,622.337317295464,-1240.6939423662,12.2792255185563,2.8421709430404e-14,4,3.17077605929183
143,-39.3515068959873,-113.049708620218,-136.78164161334,-101.183585110359,121.338879453392,6.1558075510119,-185.576603477858,-243.785788656731,114.807007191474,620.800407797784,-1209.43463175929,54.2319524137319,2.1316282072803e-14,4,3.1785150435552
143.5,-39.182871852501,-113.040560608996,-137.040543166686,-101.52211055694,121.49421054744,7.01697936014927,-187.234218988346,-243.681017746035,108.87728515644,619.291643045339,-1177.40497478437,96.7258839715311,2.8421709430404e-14,4,3.18605743700594
144,-39.0140267761669,-113.030217972112,-137.301715828213,-101.860449335948,121.641337152145,7.87607489416494,-188.846825676674,-243.516869065128,102.992481740786,617.810481179162,-1144.62546795326,139.730782107225,2.8421709430404e-14,4,3.19339851435406
144.5,-38.8449830189013,-113.018683566832,-137.565096369381,-102.198518495492,121.780321402903,8.7331321131965,-190.413397176906,-243.292654762575,97.1522359316993,616.356378770665,-1111.11808941571,183.214985767227,2.8421709430404e-14,4,3.20053361794746
145,-38.6757518466674,-113.005960198226,-137.830620157811,-102.536234159318,121.911224938934,9.58818822158013,-191.932938665636,-243.007731925715,91.3561942469659,614.928790908261,-1076.90627840569,227.145451387371,2.8421709430404e-14,4,3.20745816507903
