Krank_Acisi_deg,theta2_deg,theta3_deg,theta4_deg,theta5_deg,omega2_deg_s,omega3_deg_s,omega4_deg_s,omega5_deg_s,alpha2_deg_s2,alpha3_deg_s2,alpha4_deg_s2,alpha5_deg_s2,Kisit_Kalintisi_mm,Newton_Iterasyon,Jacobian_Cond
271.5,-8.65491521831929,-78.6497611288464,-171.147786155224,-100.092362235253,21.8470258134595,150.845955034679,25.4946474629639,150.995002518151,-441.399491163957,-35.8153905848459,434.199596777457,0.220077104544078,1.4210854715202e-14,4,1.49500483876308
272,-8.62499827551006,-78.4402893561589,-171.111958491333,-99.8826486037424,21.2330705167429,150.791988070891,26.0969331106749,150.991288632719,-442.701181738715,-41.9047190696268,433.09613279715,-5.5610606445072,1.4210854715202e-14,4,1.49948626121588
272.5,-8.59593531365781,-78.2308984256511,-171.075295375458,-99.6729456928662,20.6172861621798,150.72953155443,26.6977043630833,150.979574482058,-444.033428727897,-48.0404509187164,432.018776363285,-11.3003920717324,4.2632564145606e-14,4,1.50401424445087
273,-8.56772890277454,-78.0216001733274,-171.037798885921,-99.4632645739486,19.9996299169596,150.658520597729,27.2969971012523,150.959917769867,-445.396798965371,-54.2232197325975,430.966981466887,-16.9984344169816,2.1316282072803e-14,4,1.50858896905121
273.5,-8.54038167290979,-77.8124065259291,-170.999471051735,-99.253616238665,19.3800581592632,150.5788894239,27.8948464493604,150.932375490075,-446.791861795315,-60.4536725481985,429.940204195875,-22.655692534391,1.4210854715202e-14,4,1.51321061703787
274,-8.51389631524894,-77.6033295021829,-170.960313853652,-99.044011600015,18.758526474753,150.490571348006,28.4912867775824,150.897003943956,-448.219189105375,-66.7324699319102,428.937902689369,-28.2726590071076,3.5527136788005e-14,4,1.51787937190054
274.5,-8.4882755832163,-77.3943812140746,-170.920329225212,-98.8344614932737,18.1349896530189,150.39349875821,29.0863517049066,150.853858757099,-449.679355357554,-73.0602860698409,427.959537091813,-33.8498142634246,1.4210854715202e-14,4,1.52259541862542
275,-8.46352229358339,-77.1855738681506,-170.87951905378,-98.6249766769178,17.5094016839824,150.287603096799,29.6800741018879,150.802994896201,-451.172937616593,-79.4378088551524,427.004569507061,-39.3876266942799,1.4210854715202e-14,4,1.52735894371984
275.5,-8.43963932758199,-76.9769197668435,-170.837885181587,-98.4155678335291,16.8817157542637,150.172814841081,30.2724860933373,150.744466685707,-452.700515575623,-85.865739972276,426.072463952535,-44.8865527720621,1.4210854715202e-14,4,1.53217013523379
276,-8.41662963202248,-76.7684313098271,-170.795429406761,-98.2062455706754,16.2518842435153,150.04906348418,30.863619060948,150.678327824283,-454.262671578833,-92.3447949778134,425.162686313596,-50.3470371706669,1.4210854715202e-14,4,1.53702918277817
276.5,-8.39449622041709,-76.5601209953955,-170.752153484361,-97.9970204217681,15.6198587207256,149.916277515713,31.4535036458586,150.604631401112,-455.859990640904,-98.8757033779146,424.274704298234,-55.7695128867721,2.8421709430404e-14,4,1.54193627753989
277,-8.3732421741085,-76.3520014218714,-170.7080591274,-97.7879028468976,14.9855899404989,149.774384402364,32.0421697511523,150.523429912032,-457.49306046296,-105.459208701897,423.407987392201,-61.1544013622812,0,4,1.54689161229365
277.5,-8.35287064340346,-76.1440852890396,-170.66314800787,-97.5789032336461,14.3490278393149,149.623310568359,32.6296465442962,150.4347752755,-459.162471444736,-112.096068571874,422.562006814688,-66.5021126079117,7.105427357601e-15,4,1.5518953814105
278,-8.3333848487117,-75.9363853996086,-170.617421757764,-97.3700318978788,13.7101215317747,149.462981375844,33.2159624595183,150.338718848377,-460.868816692698,-118.787054768133,421.736235474659,-71.8130453278944,2.1316282072803e-14,4,1.55694778086299
278.5,-8.31478808169008,-75.7289146606999,-170.570881970089,-97.1612990845127,13.0688193068384,149.293321105183,33.8011452001239,150.235311441549,-462.612692023814,-125.532953289982,420.930147927936,-77.0875870457535,1.4210854715202e-14,4,1.56204900822701
279,-8.29708370639182,-75.5216860853636,-170.523530199883,-96.9527149682644,12.4250686240606,149.114252935167,34.3852217407541,150.124603335365,-464.394695964654,-132.334564411795,420.143220335135,-82.3261142311587,2.1316282072803e-14,4,1.56719926268025
279.5,-8.28027516042118,-75.3147127941226,-170.475367965221,-96.7442896543763,11.77881610983,148.92569892315,34.9682183295861,150.006644294902,-466.215429745514,-139.19270273394,419.374930420551,-87.5289924278218,2.1316282072803e-14,4,1.5723987449971
280,-8.2643659560932,-75.1080080165435,-170.426396748228,-96.5360331793217,11.1300075536223,148.727579985123,35.5501604904763,149.88148358505,-468.075497289214,-146.108197228251,418.624757432065,-92.696576382423,2.8421709430404e-14,4,1.57764765754021
280.5,-8.24935968159862,-74.9015850928361,-170.376617996081,-96.3279555114892,10.4785879042708,148.519815875723,36.1310730250503,149.749169985419,-469.975505194233,-153.081891277736,417.892182102184,-97.8292101745667,2.8421709430404e-14,4,1.58294620424836
281,-8.23526000217411,-74.6954574754804,-170.326033122011,-96.1200665518463,9.82450126626559,148.302325168194,36.7109800147375,149.609751805062,-471.916062711803,-160.114642710125,417.176686610268,-102.927227347745,2.1316282072803e-14,4,1.58829459062088
281.5,-8.22207066127742,-74.4896387308808,-170.274643506299,-95.912376134583,9.16769089608939,148.075025234306,37.2899048227556,149.463276897017,-473.897781716594,-167.207323824895,416.477754546041,-107.990951041311,2.8421709430404e-14,4,1.59369302369826
282,-8.20979548176775,-74.2841425410493,-170.222450497277,-95.7048940277351,8.50809919859711,147.83783222424,37.867870096045,149.309792672666,-475.921276670592,-174.360821413363,415.794870874455,-113.020694123466,2.8421709430404e-14,4,1.59914171203924
282.5,-8.19843836709105,-74.0789827053161,-170.169455412318,-95.4976299337879,7.84566772345256,147.590661046451,38.4448977671548,149.149346115908,-477.987164579751,-181.576036771417,415.127521901978,-118.016759325235,1.4210854715202e-14,4,1.60464086569399
283,-8.18800330247018,-73.8741731420677,-170.11565953883,-95.2905934902598,7.18033716162885,147.333425347518,39.0210090560839,148.981983797144,-480.096064943007,-188.853885704446,414.47519524437,-122.979439375468,1.4210854715202e-14,4,1.61019069617352
283.5,-8.17849435609994,-73.6697278905142,-170.061064135241,-95.0837942702673,6.51204734198673,147.066037491993,39.5962244720779,148.807751887071,-482.248599693193,-196.195298523974,413.837379796022,-127.909017136833,2.8421709430404e-14,4,1.61579141641518
284,-8.1699156803468,-73.4656611124835,-170.005670431986,-94.8772417830708,5.84073722793962,146.788408542262,40.1705638153842,148.626696170299,-484.445393129396,-203.601220035535,413.213565700912,-132.805765742837,2.8421709430404e-14,4,1.62144324074423
284.5,-8.16227151295316,-73.2619870942438,-169.949479632493,-94.6709454746011,5.16634491421938,146.500448238427,40.744046178969,148.438862058757,-486.687071840278,-211.072609517227,412.603244325232,-137.669948735856,1.4210854715202e-14,4,1.62714638483128
285,-8.155566178246,-73.0587202483541,-169.89249291416,-94.4649147279682,4.48880762375538,146.202064978228,41.3166899501965,148.244294604927,-488.974264617844,-218.610440688418,412.005908231757,-142.5018202062,2.8421709430404e-14,4,1.63290106564571
285.5,-8.14980408834984,-72.8558751155426,-169.834711429337,-94.2591588639509,3.80806170467952,145.89316579701,41.8885128124737,148.043038514869,-491.307602361152,-226.215701668012,411.421051155995,-147.301624932208,7.105427357601e-15,4,1.63870750140478
286,-8.14498974440374,-72.653466366613,-169.776136306303,-94.0536871414699,3.12404262747332,145.573656347762,42.4595317468642,147.835138161058,-493.687717969404,-233.889394921672,410.848167984166,-152.06959852139,1.4210854715202e-14,4,1.64456591151852
286.5,-8.14112773778212,-72.4515088043775,-169.716768650237,-93.8485087580415,2.4366849822702,145.243440881233,43.0297630336721,147.620637595023,-496.115246223853,-241.632537197356,410.286754733074,-156.805967552624,1.4210854715202e-14,4,1.65047651653017
287,-8.13822275131929,-72.250017365619,-169.656609544192,-93.6436328502149,1.74592247633026,144.902422226147,43.5992222539993,147.399580559788,-498.590823657948,-249.446159448494,409.736308531891,-161.510949719416,1.4210854715202e-14,4,1.65643953805217
287.5,-8.13627956053727,-72.0490071230793,-169.595660050068,-93.4390684939925,1.05168793170433,144.550501769535,44.1679242912788,147.172010502111,-501.115088415083,-257.331306744104,409.196327605918,-166.184753974236,2.8421709430404e-14,4,1.66245519869754
288,-8.13530303487675,-71.8484932874751,-169.533921209574,-93.2348247052326,0.353913283104031,144.1875794372,44.7358833327873,146.937970584523,-503.688680093325,-265.289038165103,408.666311262337,-170.827580673933,1.4210854715202e-14,4,1.66852372200657
288.5,-8.13529813893088,-71.648491209541,-169.471394045199,-93.030910440036,-0.347470424003066,143.813553674335,45.303112871139,146.697503697169,-506.312239576451,-273.320426686044,408.145759878016,-175.439621726266,2.8421709430404e-14,4,1.67464533236867
289,-8.13626993368148,-71.4490163820994,-169.408079561173,-92.8273345951164,-1.05253303505315,143.428321426321,45.8696257057636,146.450652469436,-508.986408850599,-281.426559041457,407.634174889372,-180.021060737513,1.4210854715202e-14,4,1.68082025493934
289.5,-8.13822357773746,-71.2500844421565,-169.34397874443,-92.6241060081544,-1.76134528778159,143.031778119715,46.4354339443728,146.19745928138,-511.711830805821,-289.608535575956,407.131058784339,-184.572073161229,1.4210854715202e-14,4,1.68704871555201
290,-8.14116432857486,-71.0517111730251,-169.279092565567,-92.4212334581361,-2.47397881333113,142.62381764346,47.0005490044157,145.937966274949,-514.489149021781,-297.86747007721,406.635915096469,-189.092826448102,2.8421709430404e-14,4,1.6933309406248
290.5,-8.14509754377836,-70.853912506473,-169.213421979801,-92.218725665676,-3.19050613705136,142.204332330344,47.5649816145286,145.672215364988,-517.319007536825,-306.20448959085,406.148248401174,-193.583480196969,1.4210854715202e-14,4,1.69966715706189
291,-8.15002868228352,-70.6567045248971,-169.146967927927,-92.0165912933251,-3.91100067896563,141.773212938724,48.1287418159808,145.400248250044,-520.202050599615,-314.620734216347,405.667564314144,-198.044186306965,2.8421709430404e-14,4,1.70605759214942
291.5,-8.15596330561954,-70.4601034635223,-169.07973133727,-91.8148389458637,-4.6355367538796,141.330348634548,48.6918389641189,145.12210642295,-523.138922402486,-323.117356882816,405.193369491961,-202.475089130825,1.4210854715202e-14,4,1.71250247344591
292,-8.16290707915194,-70.2641257126263,-169.011713122638,-91.6134771705801,-5.36418957110761,140.875626973705,49.254281729815,144.837831181201,-526.130266795652,-331.695523103714,404.72517163491,-206.876325629353,1.4210854715202e-14,4,1.71900202866677
292.5,-8.17086577332433,-70.0687878197867,-168.942914187267,-91.4125144575346,-6.09703523378656,140.408933884731,49.8160781009191,144.547463637111,-529.17672698135,-340.356410709286,404.262479492015,-211.248025527048,0,4,1.72555648556303
293,-8.1798452648993,-69.8741064921541,-168.873335423777,-91.2119592398102,-6.83415073775208,139.930153651897,50.3772353837205,144.251044727758,-532.278945186998,-349.101209555625,403.804802868306,-215.590311468906,1.4210854715202e-14,4,1.73216607179395
293.5,-8.18985153819707,-69.6800985987465,-168.802977715109,-91.0118198937485,-7.57561396994494,139.43916889873,50.9377602044209,143.948615224701,-535.437562316359,-357.931121209115,403.351652634313,-219.903299178391,4.2632564145606e-14,4,1.7388310147934
294,-8.20089068633185,-69.4867811727675,-168.731841935474,-90.8121047391736,-8.32150370631677,138.935860571976,51.4976585106219,143.64021574349,-538.653217577734,-366.84735860499,402.902540737816,-224.187097616584,2.8421709430404e-14,4,1.74555154162984
294.5,-8.21296891244474,-69.2941714139457,-168.659928951293,-90.6128220396021,-9.07189960920372,138.420107926066,52.0569355728312,143.325886752941,-541.926548088095,-375.851145678703,402.456980217825,-228.441809142506,1.4210854715202e-14,4,1.7523278788597
295,-8.22609253093275,-69.1022866908962,-168.587239622135,-90.4139800024404,-9.82688222413198,137.89178850811,52.6155959859887,143.005668584198,-545.258188452093,-384.943716968708,402.014485220808,-232.667529674607,1.4210854715202e-14,4,1.759160252374
295.5,-8.24026796867278,-68.9111445435014,-168.513774801658,-90.21558677917,-10.5865329760211,137.350778143465,53.1736436710173,142.679601439562,-548.648770314794,-394.126317189239,401.574571019162,-236.86434885344,1.4210854715202e-14,4,1.76604888723795
296,-8.25550176624014,-68.7207626853119,-168.439535338539,-90.0176504655204,-11.3509341647474,136.796950921911,53.731081876401,142.3477254011,-552.098921886978,-403.400200771582,401.136754031906,-241.032350205484,0,4,1.77299400752349
296.5,-8.27180057912012,-68.531159005967,-168.364522077409,-89.82017910163,-12.1201689600274,136.230179184503,54.2879131797926,142.010080439018,-555.609267441771,-412.766631372268,400.700551847606,-245.171611308137,1.4210854715202e-14,4,1.77999583613432
297,-8.28917117891229,-68.3423515736313,-168.288735859785,-89.6231806721962,-12.8943213955822,135.650333511108,54.8441394896561,141.666706419812,-559.180426781374,-422.226881346602,400.265483249506,-249.282203955847,4.2632564145606e-14,4,1.78705459462344
297.5,-8.30762045452594,-68.1543586374498,-168.212177524998,-89.4266631066136,-13.6734763625401,135.057282708719,55.3997620469439,141.317643114184,-562.813014672555,-431.782231185809,399.831068242861,-253.364194327392,1.4210854715202e-14,4,1.79417050300286
298,-8.32715541336586,-67.9671986300173,-168.134847911116,-89.2306342791018,-14.4577196020312,134.450893800563,55.9547814268147,140.962930204722,-566.507640249577,-441.433968916052,399.396828084442,-257.417643154273,1.4210854715202e-14,4,1.80134377954526
298.5,-8.34778318250734,-67.7808901698631,-168.05674785587,-89.0351020088225,-15.2471376969312,133.83103201608,56.5091975403934,140.602607293348,-570.264906383157,-451.183389457519,398.962285314203,-261.442605890224,2.8421709430404e-14,4,1.80857464057741
299,-8.36951100985894,-67.5954520639492,-167.977878197575,-88.8400740599866,-16.0418180627028,133.197560781811,57.0630096365764,140.236713908536,-574.085409014001,-461.031793941646,398.526963789083,-265.439132881808,2.8421709430404e-14,4,1.81586330026505
299.5,-8.39234626531196,-67.4109033101793,-167.898239776049,-88.6455581419513,-16.8418489372865,132.550341713278,57.6162163038855,139.865289512276,-577.969736449434,-470.980488984549,398.090388718923,-269.407269540085,2.8421709430404e-14,4,1.82320997038911
300,-8.41629644187523,-67.2272630999197,-167.817833433526,-88.4515619093078,-17.647319369989,131.889234607892,58.1688154723734,139.488373506819,-581.918468621587,-481.030785914605,397.652086704452,-273.347056513329,1.4210854715202e-14,4,1.83061486011279
300.5,-8.44136915679361,-67.0445508205289,-167.736660015572,-88.2580929619595,-18.4583192093114,131.214097438975,58.7208044155823,139.106005241164,-585.932176305516,-491.183999952053,397.211585777332,-277.258529860765,2.8421709430404e-14,4,1.83807817573954
301,-8.46757215264891,-66.8627860578939,-167.654720371994,-88.065158845192,-19.2749390896653,130.524786350952,59.2721797525611,138.718224017316,-590.011420295652,-501.441449338443,396.768415442219,-281.141721227303,2.8421709430404e-14,4,1.84560012046137
301.5,-8.49491329844162,-66.6819885989734,-167.572015357749,-87.8727670497336,-20.0972704169128,129.821155655789,59.8229374499411,138.325069096292,-594.156750538841,-511.804454413635,396.322106720794,-284.996658019236,2.8421709430404e-14,4,1.85318089409746
302,-8.5234005906514,-66.5021784343448,-167.488545833847,-87.6809250118089,-20.9254053526732,129.103057830754,60.3730728240747,137.926579703884,-598.368705222254,-522.274336638002,395.872192197743,-288.823363580869,1.4210854715202e-14,4,1.86082069282267
302.5,-8.55304215427537,-66.3233757607524,-167.404312668253,-87.4896401131832,-21.7594367973292,128.370343517569,60.9225805432397,137.522795036181,-602.647809814351,-532.852417557398,395.418206068627,-292.621857372046,2.8421709430404e-14,4,1.86851970888567
303,-8.58384624384135,-66.1456009836572,-167.319316736788,-87.2989196812006,-22.5994583716682,127.622861523047,61.4714546299103,137.113754264841,-606.994576057045,-543.540017708335,394.959684189601,-296.392155146534,2.8421709430404e-14,4,1.87627813031638
303.5,-8.61582124439501,-65.9688747197838,-167.233558924018,-87.1087709888137,-23.4455643970882,126.860458821289,62.0196884630995,136.699496542107,-611.409500907148,-554.338455460817,394.496164128951,-300.134269131227,1.4210854715202e-14,4,1.88409614062259
304,-8.64897567245823,-65.7932177996634,-167.147040124156,-86.9192012546083,-24.2978498742976,126.082980557536,62.5672747807738,136.280061005589,-615.893065425142,-565.249045796056,394.02718522036,-303.848208206119,2.8421709430404e-14,4,1.89197391847515
304.5,-8.68331817695689,-65.6186512701701,-167.05976124194,-86.7302176428196,-25.1564104604336,125.29027005376,63.1142056823429,135.855486782783,-620.445733609256,-576.273099016342,393.5522886179,-307.53397808501,2.8421709430404e-14,4,1.89991163738172
305,-8.7188575401158,-65.4451963970482,-166.971723193525,-86.5418272633435,-26.021342444523,124.482168816103,63.6604726312276,135.425812995341,-625.06795117276,-587.411919384168,393.071017352648,-311.191581496891,2.8421709430404e-14,4,1.90790946534857
305.5,-8.75560267831822,-65.2728746674283,-166.882926907363,-86.3540371717421,-26.8927427212019,123.658516544251,64.2060664575063,134.991078763094,-629.760144262368,-598.666803687623,392.582916390899,-314.82101836795,2.8421709430404e-14,4,1.91596756453017
306,-8.79356264292769,-65.1017077923281,-166.793373325079,-86.1668543692438,-27.7707087626162,122.819151142855,64.7509773606449,134.551323207816,-634.522718115556,-610.039039729031,392.087532693901,-318.422286004161,2.8421709430404e-14,4,1.92408609086629
306.5,-8.83274662106955,-64.9317177091368,-166.703063402348,-85.9802858027372,-28.6553385884111,121.963908735109,65.2951949123095,134.106585456736,-639.356055654561,-621.529904733658,391.584415279053,-321.995379274381,1.4210854715202e-14,4,1.93226519370615
307,-8.87316393636932,-64.7629265840781,-166.61199810976,-85.7943383647622,-29.5467307337238,121.092623678593,65.8387080592652,133.656904645795,-644.260516014782,-633.14066367525,391.073115282495,-325.540290793909,2.8421709430404e-14,4,1.94050501541945
307.5,-8.91482404964527,-64.5953568146504,-166.520178433692,-85.6090188934955,-30.4449842150854,120.205128583499,66.3815051263637,133.202319922652,-649.23643300524,-644.872567515084,390.55318602303,-329.057011108439,1.4210854715202e-14,4,1.94880569099374
308,-8.95773655955202,-64.4290310320397,-166.427605377165,-85.424334172732,-31.350198494135,119.301254333371,66.9235738196193,132.742870449424,-654.284113498718,-656.726851351085,390.024183067306,-332.545528878342,2.1316282072803e-14,4,1.95716734761797
308.5,-9.00191120317235,-64.2639721035017,-166.334279960704,-85.2402909318636,-32.2624734390491,118.380830108474,67.4649012293771,132.278595405181,-659.403835749137,-668.70473247352,389.485664296171,-336.005831063213,2.8421709430404e-14,4,1.96559010425174
309,-9.04735785655349,-64.1002031347091,-166.240203223188,-85.0568958458535,-33.1819092835806,117.443683411935,68.0054738335742,131.809533988182,-664.595847633706,-680.807408323646,388.937189972149,-339.437903106606,2.8421709430404e-14,4,1.97407407117991
309.5,-9.09408653518519,-63.9377474720624,-166.145376222701,-84.8741555352085,-34.1086065836039,116.489640098786,68.5452775010942,131.335725417844,-669.860364817307,-693.036054351628,388.378322807944,-342.8417291209,2.8421709430404e-14,4,1.98261934955232
310,-9.14210739441529,-63.7766287049555,-166.049800037376,-84.6920765659483,-35.0426661710543,115.518524408053,69.0842974952193,130.857208936471,-675.197568836577,-705.391821769965,387.808628035891,-346.217292072202,1.4210854715202e-14,4,1.99122603090807
310.5,-9.19143072979959,-63.6168706679973,-165.95347576623,-84.5106654495725,-35.9841891051493,114.530158998046,69.622518477178,130.374023810714,-680.607605101066,-717.875835198536,387.227673478288,-349.56457396522,1.4210854715202e-14,4,1.99989419668414
311,-9.24206697738213,-63.45849744318,-165.85640453,-84.3299286430264,-36.9332766207745,113.52436498499,70.1599245097917,129.886209332777,-686.090580808859,-730.489190197359,386.635029618505,-352.883556028037,2.8421709430404e-14,4,2.00862391770796
311.5,-9.29402671390146,-63.3015333619919,-165.758587471972,-84.1498725486641,-37.890030073914,112.500961985168,70.6964990612204,129.393804821368,-691.646562774004,-743.23295068303,386.030269672798,-356.174218896683,2.8421709430404e-14,4,2.01741525367351
312,-9.34732065691931,-63.1460030074701,-165.660025758804,-83.9705035142117,-38.8545508840002,111.459768160734,71.2322250088086,128.896849622396,-697.275575163052,-756.10814622475,385.412969662743,-359.436542799436,1.4210854715202e-14,4,2.02626825260059
312.5,-9.40195966486674,-62.9919312161852,-165.560720581343,-83.7918278327292,-39.8269404730555,110.400600269365,71.7670846430323,128.395383109407,-702.977597138027,-769.115769215803,384.78270848819,-362.670507740765,1.4210854715202e-14,4,2.035182950277
313,-9.45795473700357,-62.8393430801556,-165.460673155437,-83.6138517425715,-40.8073002014933,109.323273717935,72.3010596715472,127.889444683765,-708.752560403101,-782.256771916248,384.13906800065,-365.876093684828,1.4210854715202e-14,4,2.04415936968309
313.5,-9.51531701328625,-62.688263948684,-165.359884722745,-83.4365814273504,-41.7957313004434,108.227602620388,72.8341312233399,127.379073774588,-714.600346652272,-795.532063362564,383.481633077031,-369.053280738427,1.4210854715202e-14,4,2.0531975203984
314,-9.57405777413918,-62.5387194301101,-165.258356551531,-83.2600230158958,-42.7923348004629,107.113399859988,73.3662798529808,126.864309838416,-720.520784915323,-808.94250613993,382.809991693615,-372.202049333343,2.1316282072803e-14,4,2.06229739799014
314.5,-9.63418844012449,-62.3907353934743,-165.156089937467,-83.084182582218,-43.7972114564876,105.980477156169,73.8974855449804,126.345192358636,-726.513648799349,-822.488913012753,382.123735000197,-375.322380407946,1.4210854715202e-14,4,2.07145898338291
315,-9.69572057150486,-62.2443379700848,-165.053086204415,-82.9090661454713,-44.8104616688785,104.828645136146,74.4277277182484,125.821760844655,-732.578653623201,-836.172043409084,381.422457394278,-378.414255587998,1.4210854715202e-14,4,2.08068224220953
315.5,-9.75866586769388,-62.099553554982,-164.949346705214,-82.7346796699183,-45.832185400413,103.657713411525,74.956985230656,125.294054830816,-738.715453442155,-849.992599754487,380.705756595213,-381.47765736654,1.4210854715202e-14,4,2.08996712414254
316,-9.82303616658824,-61.9564088082929,-164.844872822451,-82.5610290648962,-46.8624820890652,102.46749066011,75.485236383701,124.762113875073,-744.923637960216,-863.951223650925,379.973233718232,-384.512569282778,1.4210854715202e-14,4,2.09931356220597
316.5,-9.88884344377574,-61.814930656468,-164.739665969237,-82.3881201847851,-47.9014505564188,101.257784713121,76.0124589272756,124.225977557413,-751.202729327489,-878.048491896272,379.22449334821,-387.518976099864,1.4210854715202e-14,4,2.10872147206723
317,-9.95609981161297,-61.6751462933936,-164.633727589963,-82.2159588289785,-48.94918891155,100.028402648065,76.5386300645361,123.685685478031,-757.552178820121,-892.284912340009,378.459143613109,-390.496863981474,1.4210854715202e-14,4,2.11819075130864
317.5,-10.0248175181662,-61.5370831813702,-164.527059161061,-82.0445507418572,-50.0057944502168,98.7791508874649,77.0637264568749,123.141277255267,-763.971363400385,-906.66091957074,377.676796256976,-393.446220667084,4.2632564145606e-14,4,2.1277212786783
318,-10.0950089460092,-61.4007690519508,-164.41966219175,-81.8739016127647,-51.0713635491863,97.5098353037126,77.5877242289935,122.592792523294,-770.45958215461,-921.176870431216,376.877066712402,-396.367035645848,4.2632564145606e-14,4,2.13731291332019
318.5,-10.1666866108702,-61.266231906628,-164.311538224781,-81.7040170759879,-52.1459915555273,96.2202613302614,78.1105989740746,122.040270929568,-777.016052606706,-935.83303935655,376.059574172338,-399.259300328965,2.1316282072803e-14,4,2.14696549398296
319,-10.2398631601223,-61.1335000173625,-164.202688837166,-81.53490271074,-53.2297726706971,94.9102340794237,78.632325759055,121.483752132041,-783.639906905227,-950.629613531512,375.223941661165,-402.123008220447,2.8421709430404e-14,4,2.1566788382074
319.5,-10.3145513711082,-61.0026019269441,-164.093115640911,-81.3665640411482,-54.3227998292414,93.5795584670231,79.1528791299957,120.923275796135,-790.330187882019,-965.566687862755,374.36979610492,-404.958155086175,2.8421709430404e-14,4,2.16645274149214
320,-10.3907641492938,-60.8735664491731,-163.982820283734,-81.1990065362455,-55.4251645719315,92.2280393441581,79.6722331175488,120.358881591485,-797.085844980687,-980.644259762085,373.496768400569,-407.764739121153,1.4210854715202e-14,4,2.17628697643758
320.5,-10.4685145262404,-60.7464226688549,-163.871804449773,-81.0322356099673,-56.5369569131558,90.8554816363452,80.1903612425209,119.790609188453,-803.905730053291,-995.862223736947,372.604493484231,-410.542761114844,1.4210854715202e-14,4,2.18618129186762
321,-10.5478156573897,-60.6211999415956,-163.760069860296,-80.866256621153,-57.6582652023777,89.4616904903136,80.7072365215288,119.218498254403,-810.788593023911,-1011.22036578452,371.692610398242,-413.292224614495,1.4210854715202e-14,4,2.19613541192927
321.5,-10.6286808196513,-60.497927893388,-163.647618274394,-80.7010748735524,-58.7891759794827,88.0464714287199,81.2228314727491,118.642588449769,-817.733077417934,-1026.71835758602,370.760762356971,-416.013136086353,4.2632564145606e-14,4,2.20614903516981
322,-10.7111234087854,-60.3766364199777,-163.534451489671,-80.5366956158391,-59.9297738238174,86.609630513071,81.7371181217575,118.062919423881,-824.737715756213,-1042.35575049805,369.808596811269,-418.70550507466,2.8421709430404e-14,4,2.21622183359151
322.5,-10.7951569365715,-60.2573556859962,-163.42057134292,-80.3731240416281,-61.0801411967405,85.1509745151329,82.2500680074566,117.479530810588,-831.800924813503,-1058.13196933812,368.835765511469,-421.369344358329,2.8421709430404e-14,4,2.22635345168379
323,-10.880795027753,-60.1401161238505,-163.305979710802,-80.2103652895008,-62.2403582774926,83.6703110971152,82.7616521880902,116.892462223652,-838.921000740939,-1074.04630596169,367.84192456882,-424.004670105218,2.8421709430404e-14,4,2.23654350543284
323.5,-10.9680514167504,-60.0249484323563,-163.190678510503,-80.0484244430364,-63.4105027921983,82.1674490009227,83.2718412473422,116.30175325194,-846.096114052643,-1090.09791262864,366.826734515271,-426.611502023873,2.8421709430404e-14,4,2.24679158130861
324,-11.0569399441308,-59.9118835751014,-163.074669700389,-79.8873065308494,-64.5906498358091,80.6421982467684,83.7806053005162,115.7074434544,-853.324304476962,-1106.28579515712,365.789860361488,-429.189863512667,1.4210854715202e-14,4,2.25709723522939
324.5,-11.1474745528257,-59.8009527785264,-162.957955280657,-79.7270165266356,-65.7808716868045,79.0943703414416,84.2879140007964,115.109572354834,-860.603475673262,-1122.60880586363,364.730971653034,-431.739781806236,2.1316282072803e-14,4,2.26745999150392
325,-11.2396692840865,-59.6921875297104,-162.84053729397,-79.5675593492236,-66.9812376144601,77.5237784965333,84.7937365455826,114.508179436474,-867.931389815632,-1139.06563628817,363.649742524588,-434.261288119102,2.8421709430404e-14,4,2.27787934175128
325.5,-11.3335382731669,-59.5856195738449,-162.722417826083,-79.4089398626361,-68.191813678504,75.9302378569114,85.2980416829016,113.90330413635,-875.305662045414,-1155.65480970413,362.545851752129,-436.754417786401,2.1316282072803e-14,4,2.28835474379873
326,-11.429095744721,-59.4812809113848,-162.603599006466,-79.2511628761573,-69.4126625209767,74.3135657397522,85.8007977178874,113.294985839474,-882.723754794966,-1172.37467341316,361.418982802982,-439.219210401631,1.4210854715202e-14,4,2.29888562055781
326.5,-11.5263560079081,-59.3792037948583,-162.484083008913,-79.0942331444096,-70.6438431501205,72.6735818844196,86.3019725193313,112.683263872834,-890.182971985691,-1189.22339082575,360.268823883644,-441.655709951309,1.4210854715202e-14,4,2.30947135887897
327,-11.6253334511904,-59.2794207253235,-162.363872052144,-78.9381553674386,-71.8854107161266,71.0101087134915,86.8015335262957,112.068177499197,-897.680453103986,-1206.19893332907,359.095067985291,-444.063964946474,2.8421709430404e-14,4,2.32011130838523
327.5,-11.7260425368144,-59.1819644484529,-162.242968400397,-78.7829341908064,-73.1374162785688,69.3229716052301,87.2994477547893,111.449765910738,-905.21316715944,-1223.29907194428,357.897412926882,-446.444028550929,2.1316282072803e-14,4,2.33080478028519
328,-11.8284977949629,-59.0868679502335,-162.121374364012,-78.6285742056944,-74.399906565371,67.6119991777797,87.7956818045017,110.828068222487,-912.777906530374,-1240.5213687764,356.675561395787,-448.795958706158,1.4210854715202e-14,4,2.3415510461661
